Ticker,Company,Sector,Industry,Country,Market Cap,Price,Change (%),Volume,Price to Earnings Ratio,Price to Earnings,Forward Price to Earnings,Price/Earnings to Growth,Price to Sales,Price to Book,Price to Cash,Price to Free Cash Flow,Earnings Per Share This Year (%),Earnings Per Share Next Year (%),Earnings Per Share Past 5 Years (%),Earnings Per Share Next 5 Years (%),Sales Past 5 Years (%),Dividend (%),Return on Assets (%),Return on Equity (%),Return on Investment (%),Current Ratio,Quick Ratio,Long-Term Debt to Equity,Debt to Equity,Gross Margin (%),Operating Margin (%),Profit Margin,Outstanding Shares,Float,Insider Ownership (%),Insider Transactions (%),Institutional Ownership (%),Float Short (%),Short Ratio,Average Volume,Performance (Week) (%),Performance (Month) (%),Performance (Quarter) (%),Performance (Half Year) (%),Performance (Year) (%),Performance (Year to Date) (%),Volatility (Week) (%),Volatility (Month) (%),Analyst Recommendation,Relative Volume,Beta,Average True Range,Simple Moving Average (20) (%),Simple Moving Average (50) (%),Simple Moving Average (200) (%),Yearly High (%),Yearly Low (%),Relative Strength Index,Change from Open (%),Gap (%),Volume2
AROC,Archrock Inc,Energy,Oil & Gas Equipment & Services,USA,2290000000,14.73,0.86,548294,28.2,28.49,14.63,-,2.44,2.7,4844.36,-,177.8,30.75,1.27,-12.91,1.74,4.13,3.05,9.31,3.25,1.41,0.86,1.88,1.88,35.88,23.78,8.49%,155630000,133920000,14.19,0,-0.81,3.38,3.83,1180000,0.61,9.21,17.9,49.09,77.49,65.03,2.17,2.34,1.33,1.41,1.62,0.37,3.33,9.9,29.18,-0.74,86.18,62.79,0.47,1.03,548294
AROW,Arrow Financial Corp.,Financial,Banks - Regional,USA,472050000,27.63,-0.62,4448,13.7,13.69,10.64,1.99,2.58,1.31,-,12.36,-36.11,42.08,10.25,6.9,7.47,3.95,0.81,9.76,6.11,0.38,-,0.57,0.57,,23.88,18.83%,17050000,16630000,2.49,0.081,-1.18,0.98,2.64,62140,4.92,18.13,57.98,34.11,-15.82,-16.45,3.32,3.4,3,0.65,0.67,0.86,9.01,26.36,31.23,-20,67.85,71.36,-1.08,-0.04,4448
ARP,PMV Adaptive Risk Parity ETF,Financial,Exchange Traded Fund,USA,,25.22,0,0,-,-,-,-,-,-,-,-,,,,,,0.05,,,,-,-,-,-,,,-,,,,,,,-,3420,-0.02,0.54,-1.98,1.21,,1.25,0.33,0.15,-,0.16,0.45,0.08,-0.24,0.51,0.01,-3.78,2.52,49.21,0.08,-0.12,0
ARQQ,Arqit Quantum Inc,Technology,Software - Infrastructure,United Kingdom,79920000,0.49,-1.41,230761,-,-,-,-,121.41,1.16,1.75,-,78.66,,,,411.95,,-66.09,-101.8,-96.51,3.22,3.22,0.09,0.13,,-10452.5,-10998.91%,163550000,48130000,70.66,,28.39,2.29,1.23,894830,-6.99,-7.72,-27.36,-68.34,-93.15,-86.76,5.79,11.2,1,0.57,0.86,0.05,-10.16,-6.88,-50.36,-93.84,22.25,44.14,-4.4,0.6,230761
ARQT,Arcutis Biotherapeutics Inc,Healthcare,Biotechnology,USA,193010000,2.03,-6.48,697840,-,-,-,-,53.2,2.75,0.86,-,34.35,27.76,-110.36,9.8,0,,-72.65,-122.8,-124.05,6.72,6.39,4.37,4.39,54.02,-8183.04,-8449.76%,94380000,77210000,18.2,0.004,11.98,22.68,6.83,2560000,-9.38,1.5,-75.21,-80.12,-88.03,-86.28,8.71,12.24,1.86,0.72,0.76,0.25,-0.12,-27.08,-75.9,-88.75,15.34,41.78,-7.31,1.39,697840
ARR,ARMOUR Residential REIT Inc,Real Estate,REIT - Mortgage,USA,929660000,18.93,-0.86,783754,-,-,4.42,-,-,0.61,4.25,3.79,-17.84,-7.48,,-11.36,-3546.42,23.82,-0.87,-8.27,-8.21,-,-,0,7.11,,-196.98,82.44%,49000000,48670000,0.66,-0.002,50.77,9.03,2.5,1760000,0,16.47,-22.62,-27.66,-36,-32.93,2.32,2.62,3,1.08,1.44,0.52,7.17,9.63,-18.59,-43.43,41.79,64.49,-0.79,-0.37,783754
ARRW,Arrowroot Acquisition Corp,Financial,Shell Companies,USA,122040000,10.49,0.03,3570,-,-,-,-,-,5.14,190.8,-,,,,,0,,-1.93,-2.16,-13.61,0.08,0.08,0,0.24,,0,-,28750000,4400000,62.15,,18.5,0.26,0.75,15630,0.1,0.48,-0.1,2.19,6.82,4.63,0.06,0.08,-,0.43,0.02,0.01,0.15,0.08,1.72,-0.94,5.32,54.92,0.1,0,3570
ARRY,Array Technologies Inc,Technology,Solar,USA,2450000000,16.15,1.8,1453178,42.13,42.66,12.69,0.95,1.52,8.89,14.27,11.29,164.2,28.25,11.68,44.6,61.8,,6.29,22.55,4.59,2.15,1.62,1.07,1.13,21.84,12.46,3.58%,150510000,146710000,2.98,-0.015,0.55,14.55,4.03,5300000,2.5,19.03,-34.83,-26.96,-22.1,-15.21,4.65,4.99,1.58,0.63,1.65,0.9,6.9,-4.98,-18.9,-38.48,22.86,52.23,3.67,0,1453178
ARTL,Artelo Biosciences Inc,Healthcare,Biotechnology,USA,4370000,1.37,-2.07,5233,-,-,-,-,-,0.3,0.34,-,28.18,59.19,-75.27,,,,-50.4,-52.38,-65.54,14.58,14.58,0,0,,0,-,3190000,3160000,0.93,,37.47,0.92,0.83,35210,0,7.58,-10.13,-29,-48.18,-50.87,7.05,6.87,1,0.53,1.16,0.1,7.51,3.68,-23.74,-59.43,23.48,54.7,3.65,-2.14,5233
ARTNA,Artesian Resources Corp.,Utilities,Utilities - Regulated Water,USA,444100000,43.08,-1.74,1221,27.41,27,21.21,6.73,4.38,1.9,67.55,-,-14.21,22.7,4.68,4,3.82,2.68,2.12,7.45,3.83,1.25,1.05,0.77,0.8,33.44,27.38,15.63%,10280000,9040000,11.98,0,0.5,1.79,5.01,32280,-2.23,4.21,-8.31,-11.78,-22.95,-27.26,2.26,2.37,1,0.81,0.2,1.09,0.05,2.46,-11.34,-32.37,9.93,50.64,-2.07,-0.62,1221
ARTW,Art's-way Manufacturing Co. Inc.,Industrials,Farm & Heavy Construction Machinery,USA,10070000,2.03,-2.84,244,15.04,14.97,-,-,0.31,0.84,-,-,,,,,9.77,,3.9,8.62,4.37,1.6,0.54,0.28,0.69,25.63,4.53,2.06%,4950000,2380000,52.5,,-2.48,0.09,0.25,8070,-0.99,-0.5,-22.39,-17.28,-1.71,4.15,2.33,2.94,1,0.58,0.38,0.06,-0.7,-3.49,-14.64,-35.37,10.44,46.86,0,-4.74,244
ARVL,Arrival,Consumer Cyclical,Auto Manufacturers,Luxembourg,19010000,1.25,-1.59,60213,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,8540000,44.06,,,20.76,10.12,175220,-9.55,9.12,-23.26,-52.42,-91.12,-85.09,5.81,12.82,3,0.74,2.61,0.13,-2.06,5.5,-61.45,-97.47,30.7,48.9,-2.51,-3.17,60213
ARVN,Arvinas Inc,Healthcare,Biotechnology,USA,1810000000,32.51,-5,381064,-,-,-,-,11.74,4.08,1.86,-,1.59,-37.32,-42.94,,106.15,,-24.69,-54.77,-64.34,3.26,3.26,0,0.01,95.55,-195.24,-185.09%,53200000,47310000,14.03,0,-1.39,4.53,3.27,656110,40.25,122.96,28.22,17.44,-9.09,-1.2,13.45,9.69,1.3,1.47,1.88,2.31,46.09,74.92,39.64,-14.02,149.08,77.23,-1.11,0.06,381064
ARVR,First Trust IndxxMetaverse ETF,Financial,Exchange Traded Fund,USA,,33.21,0,0,-,-,-,-,-,-,-,-,,,,,,0.24,,,,-,-,-,-,,,-,,,,,,,-,310,0.39,8.01,13.23,17.89,30.77,36.33,0.37,0.25,-,0,1.18,0.29,2.1,8.35,12.27,-0.15,40.08,69.88,0,0,0
ARW,Arrow Electronics Inc.,Technology,Electronics & Computer Distribution,USA,6550000000,121.06,1.06,55082,6.75,6.83,8.51,-,0.19,1.21,19.86,14.86,-24.72,-14.68,37.22,-10,7.25,,5.14,19.73,13.07,1.45,0.96,0.48,0.77,12.09,4.99,3.06%,59250000,53760000,0.78,,-3.41,5.25,4.4,641120,2.02,4.28,-3.27,-9.93,14.02,16.67,2.12,2.15,3.12,0.56,1.41,2.65,1.23,2.99,-2.36,-17.24,20.78,57.61,2.25,-0.38,55082
ARWR,Arrowhead Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,2580000000,23.98,0.08,283497,-,-,-,-,10.67,9.44,6.37,-,-68.31,5.45,-24.19,7.33,205.96,,-28.17,-61.29,-31.86,3.98,3.98,1.37,1.41,94.81,-85.16,-85.27%,107310000,101230000,5.78,-0.02,-1.78,7.78,6.67,1180000,-4.25,-10.73,-17.97,-32.53,-24.37,-41.15,4.49,6.52,1.64,0.94,0.72,1.55,-9.66,-8.12,-21.11,-43.81,15.48,43.14,-2.05,1.75,283497
ARYD,Arya Sciences Acquisition Corp IV,Financial,Shell Companies,USA,86520000,10.91,0,0,-,-,-,-,-,3.1,8651.63,-,,,,,0,,-1.7,-1.91,-5.8,0.02,0.02,0,0.06,,0,-,15450000,3660000,53.81,,-1,3.5,7.7,16620,0.46,0.55,4.5,8.45,11.33,8.02,0.02,0.12,-,0,-0.01,0.02,0.43,1.27,6.33,0,8.56,68.09,0,0,0
ASA,ASA Gold and Precious Metals Limited,Financial,Closed-End Fund - Equity,USA,291470000,15.11,-0.13,16841,-,-,-,-,102.81,0.86,-,-,,,,,,,,,,-,-,-,-,,,-,19290000,19210000,0.31,,,0.04,0.14,62440,-3.59,13.16,4.81,-2.83,5.61,5.31,2.37,2.61,-,0.59,1.22,0.39,4.07,8.79,0.46,-15.1,17.72,59.21,-0.4,-0.13,16841
ASAI,Sendas Distribuidora S.A. ADR,Consumer Defensive,Grocery Stores,Brazil,3280000000,12.14,-1.22,164577,20.48,20.44,12.93,4.6,0.26,3.79,3.71,10.39,-37.23,65.78,-1.59,4.44,13.34,0.79,2.12,21,3.3,0.79,0.4,4.63,5.32,14.34,4.72,1.27%,269830000,,,,-13.1,,7.15,570910,-5.88,-3.72,-5.81,-13.27,-34.67,-33.59,3.38,3.39,1.2,0.88,1.08,0.51,-7.34,-0.22,-7.64,-42.04,16.48,41.02,2.1,-2.93,164577
ASAN,Asana Inc,Technology,Software - Application,USA,4330000000,19.46,0.06,892138,-,-,-,-,6.94,13.19,8.27,-,73.76,27.95,-58.76,,64.06,1.27,-30.48,-79.67,-48.5,1.82,1.82,0.8,0.85,90.22,-46.23,-45.86%,128800000,76750000,65.79,0.06,6.48,11.84,3.32,2740000,-14.91,1.89,0.62,-14,36.31,40.96,5.85,4.64,3,0.94,1.3,1.19,-7.06,0.12,-3.13,-26.11,71.47,45.34,0.83,-0.98,892138
ASB,Associated Banc-Corp.,Financial,Banks - Regional,USA,2940000000,19.51,-0.41,172393,7.97,7.99,9.29,1,1.42,0.75,-,6.08,-4.59,-7.47,10.48,8,6.11,4.35,0.95,9.41,6.29,0.03,-,0.42,1.15,,22.91,17.68%,150440000,149270000,1.1,-0.035,-2.01,3.27,2.8,1740000,2.53,15.37,12.31,14.76,-15.62,-15.81,1.96,2.34,2.8,0.55,0.98,0.46,7.44,13.52,11.24,-19.7,34.35,69.88,-0.46,-0.15,172393
ASC,Ardmore Shipping Corp,Industrials,Marine Shipping,Bermuda,559200000,13.53,-1.38,145824,4.02,4.04,4.81,0.09,1.31,1.09,11.07,3.08,-26.95,3.49,,42.64,26.28,7.16,20.44,28.54,21.83,2.9,2.55,0.16,0.19,42.19,36.41,32.64%,40630000,34980000,15.29,,11.65,2.5,1.48,590370,-2.5,3.88,8.08,15.4,-7.27,-5.34,2.75,2.8,1,0.73,0.47,0.43,0.83,2.47,0.27,-29.71,17.69,51.93,-0.07,-0.44,145824
ASCA,ASPAC I Acquisition Corp,Financial,Shell Companies,Singapore,59130000,10.91,0,0,-,-,-,-,-,1.7,1482.37,-,,,,,,,,,,0.04,0.04,0,0.04,,,-,,3620000,33.29,,6.38,0.07,0.12,22640,-0.09,1.11,2.86,7.25,,7.25,0,0.1,-,0,0.06,0.04,0.48,0.95,5.26,-4.37,14.57,58.74,0,0.27,0
ASCB,A SPAC II Acquisition Corp,Financial,Shell Companies,Singapore,78990000,10.82,0,0,35.46,35.46,-,-,-,5.25,3.57,-,,,,,0,,6.01,6.41,45.56,3.11,3.11,0,0,,0,-,20300000,1720000,76.43,,,0.33,0.41,13630,0.09,-1.37,2.37,4.24,10.07,5.77,0.57,0.63,-,0,-0.04,0.12,-0.48,-0.26,3.21,-9.98,6.71,47.4,0,0,0
ASEA,Global X FTSE Southeast Asia ETF,Financial,Exchange Traded Fund,USA,,14.48,-0.41,504,-,-,-,-,-,-,-,-,,,,,,3.03,,,,-,-,-,-,,,-,,,,,,,-,18390,-1.56,-0.41,-2.63,-4.43,-3.48,-3.35,0.57,0.7,-,0.31,0.74,0.13,-1.38,-0.12,-2.82,-8.84,4.03,44.01,0.21,-0.89,504
ASET,FlexShares Real Assets Allocation Index Fund,Financial,Exchange Traded Fund,USA,,29.64,-0.02,899,-,-,-,-,-,-,-,-,,,,,,2.56,,,,-,-,-,-,,,-,,,,,,,0.1,2890,-0.15,6.17,0.42,-0.19,-3.08,-0.97,0.34,0.42,-,0.43,0.88,0.2,1.49,4.24,0.55,-7.48,10.08,63.25,0.3,-0.12,899
ASG,"Liberty All-Star Growth Fund, Inc.",Financial,Closed-End Fund - Equity,USA,290500000,4.99,0,207087,6.64,6.68,-,-,150.55,0.88,-,-,,,,,,8.59,,,,-,-,-,-,,,-,58240000,58050000,0.32,0.023,,0.14,0.44,187510,-0.6,5.7,-1.18,-5.29,-4.57,1.62,1.21,1.3,-,2.44,1.3,0.07,0.85,3.25,-2,-12.26,12.08,56.98,0.4,0,207087
ASGI,Abrdn Global Infrastructure Income Fund,Financial,Closed-End Fund - Equity,USA,437840000,17.37,0.01,11879,-,-,-,-,-,-,-,-,,,,,,8.29,,,,-,-,-,-,,,-,25210000,25210000,,,,0.18,0.58,78440,0.41,7.32,1.35,-1.26,-2.59,1.65,0.89,1.24,-,0.3,0.91,0.21,1.77,6.98,0.5,-8.11,15.64,64.69,0,-0.4,11879
ASGN,ASGN Inc,Technology,Information Technology Services,USA,4330000000,91.6,0.45,22125,20.16,20.23,15.51,3.31,0.96,2.29,29.79,11.63,-8.36,-1.51,12.01,6.1,12.58,,6.25,11.83,7.51,2.24,2.24,0.57,0.58,27.43,8.2,4.96%,49500000,45550000,3.5,-0.025,-1.56,2.62,4.07,293000,-2.08,7.07,16.46,25.87,10.8,12.46,2.04,2.12,2.44,0.55,1.51,2.1,1.97,7.49,15.8,-6.31,44.82,58.7,0.69,-0.21,22125
ASH,Ashland Inc,Basic Materials,Specialty Chemicals,USA,4250000000,82.9,-0.71,71635,25.38,25.28,15.09,-,1.93,1.36,8.59,34.23,-1.31,37.16,13.52,-0.54,-2.65,1.92,2.76,5.32,3.94,3.3,1.93,0.46,0.47,23.64,7.44,8.12%,51000000,50930000,0.65,-0.025,-0.49,2.09,2.25,472590,0.58,13.66,2.64,-3.62,-24.77,-23.01,1.63,1.87,2.09,0.66,0.92,1.58,5.08,6.49,-5.8,-26.55,16.9,65.32,-0.48,-0.34,71635
ASHR,Xtrackers Harvest CSI 300 China A-Shares ETF,Financial,Exchange Traded Fund,USA,,24.25,1.17,1244022,-,-,-,-,-,-,-,-,,,,,,1.3,,,,-,-,-,-,,,-,,,,,,,-,3730000,-1.26,-3.39,-7.76,-9.92,-16.56,-13.49,0.43,0.56,-,1.13,0.43,0.25,-2.6,-3.3,-10.66,-24.71,1.25,39.4,0.21,0.96,1244022
ASHS,Xtrackers Harvest CSI 500 China A-Shares Small Cap ETF,Financial,Exchange Traded Fund,USA,,27.96,1.63,1551,-,-,-,-,-,-,-,-,,,,,,2.07,,,,-,-,-,-,,,-,,,,,,,-,2160,-0.15,1.43,-2.06,-7.83,-13.14,-8,0.55,0.36,-,0.77,0.49,0.26,-0.07,1.16,-6.54,-17.96,7.51,52.8,0.75,1.05,1551
ASHX,Xtrackers MSCI China A-Inclusion Equity ETF,Financial,Exchange Traded Fund,USA,,18.67,0,0,-,-,-,-,-,-,-,-,,,,,,2.05,,,,-,-,-,-,,,-,,,,,,,-,490,-2.38,-3.01,-5.1,-15.38,-12.92,-14.09,0.61,0.3,-,0.2,0.44,0.18,-2.22,-2.7,-11.58,-24.02,3.17,41.02,0.1,0.29,0
ASIA,Matthews Pacific Tiger Active ETF,Financial,Exchange Traded Fund,USA,,24.5,0.45,308,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,40480,-0.48,-0.49,,,,-2.7,0.22,0.49,-,0.05,-,0.22,-1.8,-0.82,-0.86,-4.31,3.27,43.82,0.11,0.45,308
ASIX,AdvanSix Inc,Basic Materials,Chemicals,USA,719830000,26.76,-1.44,23393,8.18,8.18,9.21,0.82,0.46,0.96,32.55,24.39,-65.82,35.25,4.65,10,7.71,1.15,6.37,12.71,9.4,1.34,0.6,0.32,0.36,13.86,7.86,6.00%,27450000,25830000,4.16,-0.011,-1.96,1.62,2.31,181320,-1.95,11.02,-12.26,-24.48,-33.85,-29.8,2.85,2.83,1.33,0.72,1.78,0.86,1.28,-2.41,-20.89,-40.12,11.56,49.47,-1.18,-0.48,23393
ASLE,AerSale Corp,Industrials,Airports & Air Services,USA,771750000,15.05,0.74,59887,154.31,153.9,14.66,-,2.3,1.71,245.16,-,-56.04,93.84,,,20.74,,1.2,1.4,1.29,5.03,0.87,0.09,0.1,30.5,-0.18,1.90%,51190000,23200000,54.8,0.007,3.46,15.12,8.18,428990,2.83,11.18,-7.5,-0.07,-5.09,-8.01,4.94,4.42,2,0.57,0.31,0.7,4.97,0.61,-3.22,-28.3,43.6,55.66,0.67,-0.6,59887
ASLN,ASLAN Pharmaceuticals Ltd ADR,Healthcare,Biotechnology,Singapore,8500000,0.51,0.99,31163,-,-,-,-,0.7,-,0.2,-,26.22,-34.99,14.32,,-20,,-77.05,-426.46,-190.93,2.11,2.11,-,-,,-372.82,-380.49%,16670000,16090000,3.48,,-15.85,0.26,0.77,54640,-3.44,-53.46,-75,-86.85,-79.77,-71.94,8.27,11.24,1,1.39,1.43,0.08,-36.3,-53.76,-80.55,-89.23,3.06,18.1,-0.98,0.99,31163
ASM,Avino Silver & Gold Mines Ltd.,Basic Materials,Other Precious Metals & Mining,Canada,62850000,0.5,0.5,131912,41.53,41.32,5.77,-,1.39,0.54,33.46,-,-58.33,593.34,-10.8,,41.18,,1.07,1.28,1.22,1.54,0.9,0.01,0.03,18.07,0.7,2.86%,124480000,118760000,4.59,,,0.19,0.3,778320,-7.41,11.71,-18.02,-28.57,-25.93,-26.48,5.81,5.43,1,0.49,2.04,0.03,1.43,2.88,-24.92,-50.5,25,49.99,-1.71,1.74,131912
ASMB,Assembly Biosciences Inc,Healthcare,Biotechnology,USA,49210000,0.75,-1.34,66537,-,-,-,-,-,0.95,1.07,-,38.28,5.91,4.41,17,55.09,,-83.93,-100.84,-173.98,6.96,6.96,0,0.02,,0,-,48890000,22850000,65.23,0.008,-3.02,2.84,0.34,1930000,2.55,1.82,-19.27,-28.41,-34.01,-41.62,6.57,8.15,2,0.1,0.49,0.06,5.8,-4.86,-23,-57.37,18.39,50.23,2.61,-2.68,66537
ASML,ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,2.7971E+11,709.16,1.65,657031,34.43,34.6,34.13,1.6,9.84,22.13,53.28,48.53,34.82,0.43,22.34,21.67,17.97,0.95,22.61,79.29,46.46,1.33,0.81,0.38,0.38,51.32,32.8,28.44%,394590000,394400000,0.05,,-1.18,0.47,1.82,1020000,2.89,11.98,14.78,-2.73,17.03,29.99,1.43,1.49,1.69,1.55,1.47,12.77,3.75,11.85,7.95,-8,34.26,69.39,0.78,1.19,657031
ASND,Ascendis Pharma A/S ADR,Healthcare,Biotechnology,Denmark,5870000000,104.04,-3.53,576807,-,-,-,-,36.92,-,12.54,-,7.45,16.21,-21.37,,219.44,,-58.86,-350.62,-106.64,3.44,2.56,-,-,70.98,-370.04,-391.61%,56040000,55700000,1.49,,3.62,8.95,10.84,460140,3.37,17.93,5.87,16.44,-9.1,-11.09,4.45,3.99,1.43,3.43,0.49,4.14,11.62,16.05,15.98,-15.02,68.79,72.31,0.71,0.11,576807
ASNS,Actelis Networks Inc,Technology,Communication Equipment,USA,3120000,1.16,1.28,4197,-,-,-,-,0.42,3.6,2.17,-,,,,,1.75,,-49.75,-213.62,-165.07,0.82,0.41,3.93,5.7,37.02,-108.27,-95.98%,2690000,2280000,15.32,,-58.74,2.53,0.52,110040,-16.54,1.34,-33.63,-59.46,-79.36,-76.22,15.09,10.52,-,0.32,0.78,0.14,-3.39,-3.39,-53.63,-89.92,11.27,45.58,-2.16,-1.28,4197
ASO,Academy Sports and Outdoors Inc,Consumer Cyclical,Specialty Retail,USA,4160000000,56.07,0.12,284092,8.65,8.72,7.47,0.62,0.68,2.33,15.24,11.54,-8.58,7.45,63.19,14,6.23,0.64,10.48,30.35,14.65,1.62,0.34,0.94,1,32.39,11.11,8.32%,76710000,72940000,1.63,-0.13,-3.32,11.89,5.2,1670000,0.84,24.56,14.99,11.36,-0.16,7.44,2.45,3.93,1.28,0.58,1.28,1.94,11.67,18.91,3.91,-18.21,31.82,70.44,0.8,0.07,284092
ASPI,ASP Isotopes Inc,Basic Materials,Chemicals,USA,55290000,1.88,-2.08,46839,-,-,-,-,-,8.26,23.89,-,,,,,0,,-125.77,-179.55,-144.86,1.05,1.05,0.07,0.08,,0,-,35910000,9270000,68.47,0.02,,0.96,0.39,228000,-11.43,64.6,91.73,349.82,5.08,17.72,10.32,12.26,1,1.31,5.14,0.18,2.71,37.47,85.11,-15.38,564.29,58.14,-2.62,-0.52,46839
ASPN,Aspen Aerogels Inc.,Industrials,Building Products & Equipment,USA,900730000,12.81,-2.15,357128,-,-,-,-,4.18,2.18,9.43,-,61.07,78.13,-20.42,,13.71,,-11.08,-18.54,-10.09,3.27,2.71,0.33,0.33,19.49,-28.14,-25.64%,69990000,67820000,3.46,0.036,0.7,8.63,6.11,958370,14.44,40.41,96.21,65.65,3.15,5.51,7.69,5.88,1,0.98,1.92,0.76,15.95,36.12,60.65,-7.85,133.62,66.27,-4.67,0.15,357128
ASPS,Altisource Portfolio Solutions S.A.,Real Estate,Real Estate Services,Luxembourg,113110000,4.16,-2.53,9359,-,-,-,-,0.72,-,3.01,-,12.35,46.24,,20,-27.92,,-29.14,,-54.18,-,-,-,-,14.93,-10.64,-35.38%,16130000,12340000,53.41,0.005,-3.04,5.23,6.79,95020,-8.89,5.94,-0.97,-24.21,-71.15,-56.66,6.33,6.45,1,0.47,1.13,0.26,-2.74,0.19,-10.45,-71.18,16.48,45.12,-5.09,-0.69,9359
ASR,Grupo Aeroportuario Del Sureste S.A. ADR,Industrials,Airports & Air Services,Mexico,6380000000,229.49,-0.99,21261,12.29,12.29,11.04,-,4.45,2.83,6.57,10.45,4.31,3.75,9.97,-0.1,18.02,5.42,14.66,25.45,18.14,2.97,2.95,0.26,0.29,59.31,58.13,39.16%,27700000,27590000,0.41,,-7.05,0.57,2.24,70350,-0.28,10.58,-7.49,-18.2,-5.58,1.65,3.2,2.63,2.54,0.6,1.17,6.85,1.54,5.28,-11.61,-24.69,43.53,53.89,0.51,-0.85,21261
ASRT,Assertio Holdings Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,100820000,1.07,-2.29,328582,-,-,8.19,-,0.62,0.54,1.35,1.21,-61.76,-70.33,,25,-10.6,,-52.89,-113.49,-79.69,1.68,1.29,0.21,0.22,67.99,26.56,-109.78%,94670000,89070000,5.91,-0.065,11.12,9.74,5.36,1620000,-6.78,-9.09,-62.96,-81.67,-70.27,-74.42,6.06,9.15,1,0.67,1.03,0.11,-3.15,-39.69,-74.77,-86.27,26.44,33.86,0.92,0,328582
ASRV,Ameriserv Financial Inc,Financial,Banks - Regional,USA,51620000,3.01,0.33,10520,17.66,17.75,-,-,0.68,0.51,-,7.56,,,19.67,,2.23,4.05,0.22,2.88,1.93,0.1,-,0.49,1.14,,4.57,3.83%,17120000,13810000,19.47,0.002,-2.41,0.09,1.11,10650,-1.99,11.74,0,4.98,-26.25,-25.13,2.33,3.31,-,1.1,0.71,0.09,2.79,9.45,-0.05,-28.4,22.41,59.3,-1.67,0,10520
ASST,Asset Entities Inc,Communication Services,Internet Content & Information,USA,8120000,0.59,-6.5,32928,-,-,-,-,30.17,1.95,1.95,-,,,,,398,,-175.97,-188.55,-95,30.62,30.62,0,0,,-1472.14,-1472.14%,5280000,2060000,85.02,,,0.31,0.01,1250000,-33.07,46.47,-14.95,-73.9,,-85.15,19.09,28.98,-,0.1,-,0.13,-2.76,17.77,-47.95,-92.45,80.58,47.44,-21.46,6.4,32928
ASTC,Astrotech Corp,Industrials,Aerospace & Defense,USA,13190000,7.76,-0.19,439,-,-,-,-,11.46,0.31,0.34,-,,,42.87,,89.37,,-20.57,-21.6,-23.67,18.61,17.63,0.01,0.01,29.73,-1022.96,-881.71%,1680000,1500000,11.58,0.035,57.69,1.15,4.4,3920,-6.38,-1.81,-23.2,-31.18,-23.45,-21.47,3.73,4.91,1,0.5,-0.19,0.39,-0.29,-11.14,-27.02,-48.08,12.07,43.13,0.84,0.06,439
ASTE,Astec Industries Inc.,Industrials,Farm & Heavy Construction Machinery,USA,726320000,31.92,0.41,31399,41.31,41.24,11.68,4.12,0.54,1.14,9.14,-,98.78,11.66,,10,1.92,1.62,1.74,2.79,2.33,2.64,1.05,0.19,0.2,23.15,5.34,1.30%,22620000,22320000,1.85,,-1.64,1.43,2.27,140760,-0.37,8.16,-34.01,-27.66,-24.82,-20.44,2.96,3.04,2,1.46,1.38,1.12,1.83,-12.85,-24.57,-42.57,11.67,44.32,1.13,0.79,31399
ASTI,Ascent Solar Technologies Inc,Technology,Solar,USA,2960000,0.87,-1.21,12637,-,-,-,-,6.37,-,1.33,-,,,86.67,,166.47,,-159.66,-2255.19,,0.26,0.21,-,-,-414.2,-3303.8,-3661.33%,3410000,3140000,7.9,1.079,,1.12,0.03,1070000,-8.29,3.92,-90.74,-96.59,-99.86,-99.74,6.2,7.71,-,0.03,1.65,0.12,-0.82,-17.55,-97.07,-99.87,16.65,33.08,-3.18,1.03,12637
ASTL,Algoma Steel Group Inc,Basic Materials,Steel,Canada,844610000,8.15,0,72877,42.39,42.36,-,-,0.41,0.71,5.25,-,,,,,-1.81,2.45,2.72,4.69,4.22,3.23,1.37,0.08,0.08,9.24,5.64,2.60%,103570000,93240000,9.97,,-34.17,3.8,7.28,486430,-5.9,12.76,15.65,4.9,28.44,28.23,2.63,2.74,-,0.6,1.53,0.22,1.84,11.67,10.16,-11.63,44.15,58.29,0.12,-0.37,72877
ASTR,Astra Space Inc,Industrials,Aerospace & Defense,USA,23390000,1.28,-2.2,98545,-,-,-,-,24.74,3,1.26,-,,,,,0,,-84.23,-217.71,-893.73,0.65,0.47,0.84,2.19,-904.57,-17882.55,-13805.92%,14250000,12580000,30.9,,-34.15,16.41,1.45,1430000,-3.01,-6.52,-60.19,-77.66,-81.26,-80.18,6.16,10.99,3,0.12,2.99,0.14,-6.93,11.01,-70.12,-88.38,107.66,48.95,-3.01,2.31,98545
ASTS,AST SpaceMobile Inc,Technology,Communication Equipment,USA,470160000,5.23,-4.47,725010,-,-,-,-,-,3.65,3.44,-,-30.2,-10.18,,,39.78,,-16.2,-58.29,-32.2,6.06,6.06,0.55,0.56,-764.32,0,-,89470000,78800000,11.93,,-1.61,22.85,9.17,1960000,5.86,26.88,29.38,-10.73,16.96,8.71,6.63,8.98,1.33,0.81,0.83,0.37,11.16,32.47,12.77,-26.61,91.94,60.72,-4.38,0,725010
